0.000000,0.000000,0.000000,0.031373,0.215686,0.431373,0.525490,0.521569,0.423529,0.207843,0.164706,0.266667,0.168627,0.196078,0.250980,0.341176,0.447059,0.513726,0.490196,0.392157,0.329412,0.219608,0.000000,0.000000,0.000000
0.000000,0.043137,0.243137,0.454902,0.537255,0.525490,0.509804,0.509804,0.521569,0.439216,0.270588,0.227451,0.164706,0.215686,0.270588,0.352941,0.439216,0.498039,0.490196,0.407843,0.333333,0.290196,0.031373,0.000000,0.000000
0.270588,0.490196,0.549020,0.533333,0.517647,0.513726,0.509804,0.509804,0.513726,0.498039,0.333333,0.164706,0.188235,0.231373,0.286275,0.360784,0.435294,0.490196,0.490196,0.423529,0.345098,0.321569,0.113725,0.000000,0.000000
0.172549,0.486275,0.552941,0.521569,0.517647,0.513726,0.509804,0.509804,0.509804,0.415686,0.223529,0.168627,0.207843,0.250980,0.305882,0.372549,0.435294,0.482353,0.486275,0.439216,0.360784,0.325490,0.211765,0.000000,0.000000
0.000000,0.070588,0.411765,0.549020,0.521569,0.513726,0.509804,0.509804,0.462745,0.333333,0.172549,0.196078,0.227451,0.270588,0.325490,0.384314,0.435294,0.478431,0.486275,0.454902,0.384314,0.325490,0.294118,0.035294,0.000000
0.000000,0.000000,0.023529,0.321569,0.541176,0.529412,0.521569,0.478431,0.450980,0.219608,0.188235,0.215686,0.250980,0.298039,0.345098,0.396078,0.439216,0.474510,0.505882,0.454902,0.392157,0.349020,0.325490,0.129412,0.000000
0.000000,0.000000,0.000000,0.000000,0.231373,0.478431,0.380392,0.513726,0.325490,0.192157,0.215686,0.243137,0.286275,0.329412,0.368627,0.407843,0.447059,0.490196,0.313726,0.082353,0.066667,0.207843,0.337255,0.239216,0.003922
0.000000,0.000000,0.000000,0.000000,0.000000,0.043137,0.007843,0.098039,0.231373,0.227451,0.250980,0.286275,0.329412,0.364706,0.396078,0.427451,0.470588,0.266667,0.000000,0.000000,0.000000,0.000000,0.152941,0.317647,0.062745
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.113725,0.282353,0.313726,0.360784,0.392157,0.411765,0.427451,0.466667,0.321569,0.007843,0.000000,0.000000,0.000000,0.000000,0.000000,0.160784,0.192157
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015686,0.329412,0.447059,0.470588,0.474510,0.470588,0.478431,0.403922,0.043137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.098039
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.274510,0.639216,0.615686,0.580392,0.549020,0.501961,0.113725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.101961,0.725490,0.749020,0.690196,0.635294,0.219608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.564706,0.882353,0.772549,0.298039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.270588,0.713726,0.262745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
