0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.078431,0.349020,0.164706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023529,0.278431,0.419608,0.392157,0.062745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.172549,0.349020,0.501961,0.592157,0.203922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039216,0.333333,0.274510,0.568627,0.674510,0.317647,0.043137,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007843,0.176471,0.364706,0.211765,0.576471,0.682353,0.376471,0.149020,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.129412,0.270588,0.294118,0.219608,0.556863,0.662745,0.403922,0.247059,0.003922,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015686,0.133333,0.215686,0.301961,0.207843,0.250980,0.533333,0.635294,0.431373,0.309804,0.058824,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.113725,0.223529,0.239216,0.215686,0.286275,0.172549,0.282353,0.509804,0.611765,0.454902,0.333333,0.149020,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.207843,0.333333,0.274510,0.203922,0.250980,0.219608,0.188235,0.301961,0.486275,0.580392,0.470588,0.341176,0.239216,0.003922,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.223529,0.529412,0.345098,0.227451,0.188235,0.270588,0.168627,0.215686,0.317647,0.470588,0.552941,0.482353,0.352941,0.298039,0.047059,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.019608,0.196078,0.541176,0.419608,0.247059,0.180392,0.223529,0.223529,0.172549,0.235294,0.329412,0.454902,0.529412,0.486275,0.372549,0.325490,0.125490,0.000000,0.000000,0.000000
